a	一个
invasive	侵入的
invective	恶言
inveigh	抨击
inveigle	诱骗
invent	发明
invention	发明
inventive	有创造力的
inventiveness	创造力
inventor	发明家
inventoried	盘点过的
inventory	存货清单
inverse	相反的
inversely	相反地
inversion	倒置
invert	反转
invertase	反转酶
invertebrate	无脊椎动物
inverter	变频器
invest	投资
investigate	调查
investigation	调查
investigative	调查的
investigator	调查员
investiture	授予仪式
investment	投资
investor	投资者
inveterate	根深蒂固的
invidious	招致不满的
invidiously	不公正地
invigilate	监考
invigilation	监考
invigilator	监考人员
invigorate	激励
invigoration	激励
invigorator	激励者
invincibility	不可战胜
invincible	不可战胜的
invincibly	不可战胜地
inviolability	不可侵犯
inviolable	不可侵犯的
inviolate	未受侵犯的
invisibility	不可见
invisible	不可见的
invisibleness	不可见性
invisibly	不可见地
invitation	邀请
invitational	邀请赛的
invitationals	邀请赛
invite	邀请
invitee	受邀者
invitingly	诱人地
invocation	祈祷
invoice	发票
invoke	调用
involucre	花苞
involuntarily	不由自主地
involuntariness	不由自主
involuntary	无意识的
involution	退化
involve	涉及
involvement	参与
invulnerability	不受伤害
invulnerable	无懈可击的
invulnerably	无懈可击地
inward	向内的
inwardly	内心地
inwardness	内向性
inwards	向内地
inweave	编织
iodide	碘化物
iodin	碘
iodinate	碘酸盐化
iodination	碘化作用
iodine	碘
iodize	碘化
iodoform	碘仿
iodopsin	碘视紫红质
ion	离子
ionic	离子的
ionization	电离
ionize	电离
ionizer	电离器
ionizers	电离器
ionosphere	电离层
iota	极小量
iowan	爱荷华州人
ipecac	吐根
ipomoea	牵牛花属植物
iranian	伊朗人
iraqi	伊拉克人
irascibility	易怒
irascible	易怒的
irate	发怒的
irately	愤怒地
irateness	愤怒
ire	愤怒
iridectomy	虹膜切除术
iridescence	彩虹色
iridescent	彩虹色的
iridium	铱
iridosmine	铱-铂矿
iridotomy	虹膜切开术
iris	虹膜
irishman	爱尔兰人
irishwoman	爱尔兰女人
iritis	虹膜炎
irk	使苦恼
irksome	令人厌烦的
iron	铁
ironclad	装甲的
ironic	讽刺的
ironical	讽刺的
ironically	讽刺地
ironing	熨烫
ironist	讽刺家
ironman	铁人
ironmonger	五金商
ironmongery	五金器具
ironside	铁侧
ironware	铁器
ironweed	铁草
ironwood	铁木
ironwork	铁制品
ironworker	铁工
irony	讽刺
iroquoian	伊罗齐安
irradiate	照射
irradiation	照射
irrational	不合理的
irrationality	不合理
irrationally	不合理地
irreality	虚幻
irreconcilable	不可调和的
irrecoverable	无法恢复的
irredeemable	无法挽回的
irredenta	未光复的领土
irredentism	光复主义
irredentist	光复主义者
irrefutable	不可辩驳的
irregardless	不管
irregular	不规则的
irregularity	不规则
irregularly	不规则地
irrelevance	不相关
irrelevancy	不相关
irrelevant	不相关的
irrelevantly	不相关地
irreligion	无宗教信仰
irreligionist	无宗教信仰者
irreligious	不虔诚的
irreligiousness	不虔诚
irremediable	无法挽救的
irremediably	无法挽救地
irreparable	无法修复的
irreparably	无法修复地
irreplaceable	不可替代的
irreplaceableness	不可替代性
irrepressibility	难以抑制
irrepressible	难以抑制的
irreproachable	无可指责的
irreproducibility	不可重现性
irresistibility	不可抗拒性
irresistible	不可抗拒的
irresistibleness	不可抗拒性
irresistibly	不可抗拒地
irresolute	优柔寡断的
irresolutely	坚决地
irresoluteness	优柔寡断
irresolution	优柔寡断
irrespective	不考虑的
irresponsibility	不负责任
irresponsible	不负责任的
irresponsibleness	不负责任性
irresponsibly	不负责任地
irretrievable	不能挽回的
irretrievably	不能挽回地
irreverence	不敬
irreverent	不敬的
irreverently	不敬地
irreversibility	不可逆性
irreversible	不可逆的
irreversibly	不可逆地
irrevocable	不可撤销的
irrevocably	不可撤销地
irridenta	伊里迪塔
irrigate	灌溉
irrigation	灌溉
irritability	易怒性
irritable	易怒的
irritably	易怒地
irritant	刺激物
irritate	刺激
irritatingly	令人恼火地
irritation	刺激
irrupt	爆发
irruption	爆发
isabella	灰褐色的
isarithm	等差数列
ischemia	缺血
isinglass	鱼胶
island	岛屿
islander	岛民
isle	小岛
islet	小岛
ism	主义
isoagglutination	同种凝集
isoagglutinin	同种凝集素
isoantibody	异种抗体
isobar	同位素
isobutylene	异丁烯
isocarboxazid	异卡泊肼
isochrone	等时线
isoclinal	等倾线
isocyanate	异氰酸酯
isogamete	等配子
isogamy	等配子性
isogon	等角线
isogone	等角线
isogram	等高线
isohel	等日线
isolate	隔离
isolation	隔离
isolationism	孤立主义
isolationist	孤立主义者
isoleucine	异亮氨酸
isomer	异构体
isomerase	异构酶
isomerism	异构性
isomerization	异构化
isomerize	异构化
isometric	等距的
isometropia	等距视
isometry	等距变换
isomorphic	同构的
isomorphism	同构性
isoniazid	异烟肼
isopleth	等值线
isopod	等足目动物
isopropanol	异丙醇
isoproterenol	异丙肾上腺素
isosceles	等腰的
isostasy	等重
isotherm	等温线
isothiocyanate	异硫氰酸盐
isotope	同位素
isotopic	同位素的
isotropic	同性的
isotropy	同性
israeli	以色列的
israelite	以色列人
issuance	发行
issue	问题
issuer	发行人
isthmus	地峡
it	它
italian	意大利的
italic	斜体的
italicize	用斜体书写
itch	痒
itchier	更痒的
itchiest	最痒的
itchiness	痒感
itching	瘙痒
itchy	痒的
item	物品
itemization	详细列举
itemize	逐条列举
iterate	迭代
iteration	迭代
iterative	迭代的
iterator	迭代器
iterators	迭代器
itinerant	巡回的
itinerary	行程
itinerate	巡游
itineration	巡游
itself	本身
ivory	象牙
ivorybill	象嘴雀
ivy	常春藤
ixia	睫毛花属
ixodid	蜱
izar	阿拉伯长袍
izzard	字母Z
jab	戳
jabber	喋喋不休
jabberer	喋喋不休的人
jabbering	喋喋不休
jabberwocky	荒诞无稽的言语
jabiru	鹤鵏
jabot	衬衫襟饰
jaboticaba	紫莓
jacamar	绿翅蜂虎
jacaranda	蓝花楹
jacinth	红玉髓
jack	千斤顶
jackal	豺狼
jackanapes	小丑
jackass	驴
jackboot	长统靴
jackdaw	寒鸦
jacket	夹克
jackfruit	菠萝蜜
jackhammer	手持凿岩机
jackknife	折叠刀
jacklight	用灯光照射
jackpot	头奖
jackrabbit	沙漠兔
jackscrew	千斤顶螺丝
jacksmelt	红鲱
jacksnipe	小杜鹃
jackstraw	玩具稻草人
jacobin	雅各宾
jaconet	亚麻布
jacquard	提花机
jactation	躁动
jactitate	颤动
jactitation	颤动
jade	玉
jadeite	翡翠
jaeger	猎鹿犬
jag	尖锐
jaggary	糖浆
jagged	锯齿状的
jaggedly	锯齿状地
jaggedness	锯齿状
jagger	石匠
jaggery	糖浆
jagghery	糖浆
jaggy	锯齿状的
jaguar	美洲豹
jaguarondi	美洲豹猫
jaguarundi	美洲豹猫
jail	监狱
jailbird	囚犯
jailbreak	越狱
jailer	狱卒
jailhouse	监狱
jailor	狱卒
jakes	厕所
jalapeno	墨西哥辣椒
jalopy	破旧汽车
jalousie	百叶窗
jam	果酱
jamaican	牙买加人
jamb	门框
jambalaya	杂烩饭
jambeau	护腿
jamboree	聚会
jamjar	瓶子
jammer	干扰器
jampack	塞满
jampan	人力车
jampot	瓶子
jangle	发出刺耳声
janissary	新兵
janitor	看门人
janitorial	管理的
january	一月
japan	日本
jape	嘲笑
japed	嘲笑
japery	滑稽模仿
japing	嘲笑
japonica	山茶
jar	罐子
jarful	一罐的量
jargon	行话
jargoon	绿柱石
jasmine	茉莉花
jasper	碧玉
jassid	蝉
jaundice	黄疸
jaunt	短途旅行
jauntily	轻松愉快地
jauntiness	快乐
jaunty	活泼的
javelin	标枪
javelina	美洲野猪
jaw	下巴
jawan	印度士兵
jawbone	下颚骨
jawbreaker	硬糖
jawfish	下颚鱼
jay	松鸦
jaybird	松鸦
jaywalk	乱穿马路
jaywalker	乱穿马路者
jazz	爵士乐
jazzman	爵士乐手
jazzy	华丽的
jealous	嫉妒的
jealously	嫉妒地
jealousy	嫉妒
jean	牛仔裤
jeep	吉普车
jeer	嘲笑
jeerer	嘲笑者
jeering	嘲笑的
jeeringly	嘲笑地
jeez	哎呀
jeffersonian	杰斐逊主义的
jehad	圣战
jejune	枯燥无味的
jejuneness	枯燥无味
jejunity	空虚
jejunostomy	空肠造口术
jell	凝固
jellaba	阿拉伯长袍
jellify	使凝固
jello	果冻
jelly	果冻
jellybean	果冻豆
jellybeans	果冻豆
jellyfish	水母
jellyroll	果冻卷
jemmy	撬棍
jennet	小母马
jenny	珍妮
jeopardize	危及
jeopardy	危险
jerboa	跳鼠
jeremiad	哀叹
jerk	猛拉
jerker	猛拉者
jerkily	急促地
jerkin	紧身外衣
jerkiness	急促
jerking	猛拉
jerkwater	偏僻的
jerky	脱水肉
jeroboam	大酒瓶
jerry	玻璃瓶
jersey	运动衫
jessamine	茉莉花
jest	笑话
jester	小丑
jesuit	耶稣会士
jesuitism	耶稣会教义
jesuitry	耶稣会教义
jet	喷射
jetliner	喷气式客机
jetsam	抛弃货物
jettison	抛弃
jetty	码头
jewel	宝石
jeweler	珠宝商
jeweller	珠宝商
jewelry	珠宝
jewelweed	金鱼草
jewfish	珍珠鱼
jezebel	淫妇
jiao	角
jib	前桅
jibboom	前桅杆
jibe	符合
jiffy	一会儿
jig	舞曲
jigaboo	黑人
jigger	量杯
jiggered	疲惫的
jiggering	摇动的
jiggermast	船桅杆
jiggle	颤动
jigsaw	拼图
jigsawed	拼成的
jigsawing	拼图
jigsawn	拼成的
jihad	圣战
jihadist	圣战主义者
jillion	无数
jilt	抛弃
jimmy	撬棍
jimsonweed	曼陀罗
jingle	叮当声
jingo	极端爱国主义者
jingoism	极端爱国主义
jingoist	极端爱国主义者
jingoistic	极端爱国主义的
jinni	精灵
jinns	精灵
jinricksha	人力车
jinrickshas	人力车
jinrikisha	人力车
jinx	厄运
jird	旱鼠
jirga	部落会议
jitney	小型公共汽车
jitter	紧张不安
jitterbug	爵士舞
jitterier	更紧张的
jitteriest	最紧张的
jitteriness	紧张不安
jittery	紧张不安的
jiujitsu	柔道
jive	瞎扯
job	工作
jobber	批发商
jobbery	贪污
jobcentre	就业中心
jobholder	在职者
jobless	失业的
joblessness	失业
jock	运动员
jockey	骑师
jockstrap	运动护具
jocose	诙谐的
jocosely	诙谐地
jocoseness	诙谐
jocosity	诙谐
jocular	诙谐的
jocularity	诙谐
jocularly	开玩笑地
jocund	愉快的
jocundity	愉快
jocundly	愉快地
jodhpur	短裤
jog	慢跑
jogger	慢跑者
joggle	摇晃
john	厕所
johnnycake	玉米煎饼
join	加入
joiner	木工
joinery	木工工艺
joining	连接
joint	关节
jointer	接合机
jointly	共同地
jointure	女儿身
jointworm	联合蠕虫
joist	椽子
joke	笑话
joker	玩笑者
jokester	玩笑者
jokingly	开玩笑地
jollification	欢乐
jollify	使高兴
jolliness	欢乐
jollity	欢乐
jolly	欢乐的
jolt	震动
jonah	倒霉蛋
jones	琼斯
jongleur	杂耍艺人
jonquil	郁金香
jook	美式乡村舞曲
jordan	约旦
jordanian	约旦人
jorum	大酒杯
joseph	约瑟夫
josh	戏弄
joss	神像
jostle	推挤
jostling	推挤
jot	简要记录
jotter	记事本
jotting	简要记录
jotun	巨人
jotunn	巨人
joule	焦耳
jounce	颠簸
journal	日报
journalese	新闻体
journalism	新闻业
journalist	记者
journalistic	新闻的
journey	旅行
journeyer	旅行者
journeying	旅行中
journeyman	熟练工人
joust	比武
jovial	愉快的
joviality	愉快
jovially	愉快地
jowl	下巴
joy	快乐
joyful	愉快的
joyfuller	更加愉快的
joyfullest	最愉快的
joyfully	愉快地
joyfulness	快乐
joyless	不快乐的
joylessness	不快乐
joyous	欢乐的
joyously	欢乐地
joyousness	欢乐
joyridden	充满喜悦的
joyride	兜风
joyrider	兜风者
joyriders	兜风者
joyrode	兜风过
joystick	操纵杆
jubilance	喜悦
jubilancy	喜悦
jubilant	喜悦的
jubilantly	喜悦地
jubilate	欢呼
jubilation	欢呼
jubilee	周年纪念日
juda	犹大
judas	卖主
judder	震动
judge	法官
judgement	判断
judgemental	评判的
judgeship	法官职位
judgment	判断
judgmental	评判的
judicatory	审判的
judicature	司法机关
judicial	司法的
judicially	司法地
judiciary	司法机关
judicious	明智的
judiciously	明智地
judiciousness	明智
judo	柔道
jug	罐子
jugful	一罐
juggernaut	无法阻挡的力量
juggle	玩杂耍
juggler	杂耍者
jugglery	杂耍技巧
juggling	杂耍
jugular	颈静脉
juice	果汁
juiced	榨汁的
juicer	榨汁机
juiciness	多汁
juicing	榨汁
juicy	多汁的
jujitsu	柔术
juju	巫术
jujube	枣
jujutsu	柔术
juke	躲避
jukebox	点唱机
julep	薄荷酒
julienne	切丝
july	七月
jumbal	杂乱无章
jumble	混乱
jumbo	巨大的
jumbos	巨大的
jump	跳跃
jumper	跳跃者
jumpiness	紧张不安
jumpsuit	连体衣
jumpy	紧张的
junco	雀类
juncoes	雀类
junction	交叉点
juncture	关键时刻
juncus	灯心草
jungle	丛林
junior	初级的
juniper	杜松树
junk	垃圾
junker	垃圾商
junket	宴会
junketeer	宴会者
junketing	度假
junkie	瘾君子
junkier	更垃圾的
junkiest	最垃圾的
junky	垃圾的
junkyard	废品场
junta	军政府
jupati	软木树
juridical	法律的
